Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_175.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456. Ive tried a few times, but I keep getting an error message. Can you help me out?",Negative,Follow-up Needed,0
transcript_137.txt,"Thats a good idea. Ill try resetting my password now. pause Okay, Ive reset my password, but Im still having trouble logging in.",Neutral,Issue Resolved,1
transcript_83.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_136.txt,"Okay, great. Thank you for your help.",Positive,Issue Resolved,2
transcript_10.txt,"No, I think thats all.",Neutral,Issue Resolved,1
transcript_56.txt,"Okay, thank you for your help.",Positive,Issue Resolved,2
transcript_70.txt,Its jsmithemail.com. But Ive already tried using the forgot password option and its not sending me a reset link.,Negative,Follow-up Needed,0
transcript_135.txt,I switched policies about two months ago. I remember selecting the option that included coverage for the service I received.,Neutral,Issue Resolved,1
transcript_53.txt,Its jsmithemail.com.,Neutral,Follow-up Needed,1
transcript_120.txt,"Actually, Im not sure. Ill need to check with my doctor and get back to you.",Neutral,Issue Resolved,1
transcript_68.txt,"Hi, Im calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM456789.",Neutral,Issue Resolved,1
transcript_195.txt,"Well, when I try to register, it says my email address is already in use. But Im sure Ive never created an account before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_69.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_123.txt,That sounds great! I think I would prefer Dr. Smith on Wednesday at 9 AM.,Positive,Issue Resolved,2
transcript_11.txt,"Well, when I try to register, it says my email address is already in use. But Ive never registered before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_95.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it still doesnt work.",Negative,Issue Resolved,0
transcript_166.txt,"Okay, thank you. I appreciate your help.",Positive,Issue Resolved,2
transcript_115.txt,"Okay, that sounds good. Can you please give me a reference number or something so I can follow up on the status of the claim?",Positive,Issue Resolved,2
transcript_14.txt,"Hi, Im calling about issues with my online account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_157.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_91.txt,I need to see a cardiologist. Ive been experiencing some chest pains and my primary care physician recommended I see a specialist.,Negative,Issue Resolved,0
transcript_11.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_160.txt,frustrated Thats ridiculous. I switched policies over two months ago. How long does it take to update the system?,Negative,Follow-up Needed,0
transcript_129.txt,"pauses Okay, Im logged in now. But this is really frustrating. I shouldnt have had to call technical support just to log in to my account.",Negative,Follow-up Needed,0
transcript_112.txt,"Okay, that sounds good. How much is the deductible and how much will I need to pay out of pocket?",Positive,Issue Resolved,2
transcript_155.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_112.txt,"Okay, that sounds good. How much is the deductible and how much will I need to pay out of pocket?",Positive,Issue Resolved,2
transcript_94.txt,Thats fine. How do I get the preauthorization number?,Neutral,Issue Resolved,1
transcript_133.txt,"That sounds great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_59.txt,"Okay, thank you. Is there anything else I need to do in the meantime?",Neutral,Issue Resolved,1
transcript_165.txt,The procedure will be performed at Mercy Hospital and the surgeons name is Dr. Johnson.,Neutral,Issue Resolved,1
transcript_55.txt,"That makes sense, I guess. So what can be done to resolve this?",Neutral,Issue Resolved,1
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_163.txt,"Its CLM789012. Im a bit confused because I had switched my policy last quarter, and as per my new policy, this service should be covered.",Neutral,Issue Resolved,1
transcript_30.txt,sighs Okay...,Neutral,Follow-up Needed,1
transcript_25.txt,"Okay, that sounds great. How long will it take for the refund to be processed?",Positive,Issue Resolved,2
transcript_149.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register, but its not working. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_168.txt,Thats what I thought. Can you explain why I was charged more?,Neutral,Issue Resolved,1
transcript_178.txt,Sounds good to me. Can you go ahead and schedule the appointment for me?,Positive,Issue Resolved,2
transcript_97.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_175.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456. Ive tried a few times, but I keep getting an error message. Can you help me out?",Negative,Follow-up Needed,0
transcript_134.txt,"Okay, great. Thank you.",Positive,Follow-up Needed,2
transcript_14.txt,"Hi, Im calling about issues with my online account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_88.txt,"Thats great, thank you for your help!",Positive,Issue Resolved,2
transcript_145.txt,"Okay, that makes sense. But will that affect my login credentials?",Neutral,Issue Resolved,1
transcript_102.txt,"Thats strange, I signed up a few days ago. Is there anything I can do to speed up the process?",Neutral,Follow-up Needed,1
transcript_24.txt,"Ive been experiencing some back pain and Id like to see an orthopedic specialist. Ive heard great things about Dr. Smith, but Im also open to other recommendations.",Positive,Issue Resolved,2
transcript_42.txt,"Okay, got it. But Im not sure if Im going to be able to make it. Can I cancel or reschedule if needed?",Negative,Issue Resolved,0
transcript_132.txt,My date of birth is 02121985 and the last four digits of my social security number are 4219.,Neutral,Issue Resolved,1
transcript_19.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_110.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_166.txt,"Okay, thank you. I appreciate your help.",Positive,Issue Resolved,2
transcript_170.txt,"Hi, Im calling about my recent copay charge. I was charged 50 for a doctors visit, but Im pretty sure I shouldnt have been charged that much.",Negative,Issue Resolved,0
transcript_127.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_87.txt,Thats frustrating. Can you help me get this resolved?,Negative,Issue Resolved,0
transcript_151.txt,"Okay, that sounds good. Is there anything else I need to do in the meantime?",Positive,Issue Resolved,2
transcript_89.txt,"Okay, sounds good. Is there anything else I need to do?",Positive,Issue Resolved,2
transcript_7.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM654321.",Neutral,Issue Resolved,1
transcript_63.txt,"Okay... but Im not sure what my username is. Ive been trying to log in with my member ID, but its not working.",Negative,Follow-up Needed,0
transcript_120.txt,Thank you.,Positive,Issue Resolved,2
transcript_56.txt,My doctors name is Dr. Smith and the hospital is Mercy General Hospital.,Neutral,Issue Resolved,1
transcript_157.txt,"Okay, got it. PA123456. Thanks for letting me know.",Neutral,Issue Resolved,1
transcript_132.txt,"Okay, thank you. How long will it take to get a decision?",Neutral,Issue Resolved,1
transcript_71.txt,"Hi, Im calling about a denied claim I received for a recent service. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_67.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_3.txt,"Thats ridiculous! I know what my policy says, and Im not paying 50 for something I shouldnt have to. Can I speak to a supervisor?",Negative,Follow-up Needed,0
transcript_153.txt,"Thank you, you too! Bye!",Positive,Issue Resolved,2
transcript_88.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_51.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_34.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_119.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_3.txt,sighs Fine.,Neutral,Follow-up Needed,1
transcript_181.txt,"Hi, Im so sorry to call back. I just realized I have a conflict on Wednesday. Can I reschedule for Thursday instead?",Negative,Issue Resolved,0
transcript_95.txt,"You too, thank you!",Positive,Issue Resolved,2
transcript_183.txt,Unbelievable. How could this happen? I specifically called to confirm the coverage before I switched policies.,Negative,Follow-up Needed,0
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_157.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_183.txt,I hope so. This has been a huge hassle and I just want to get this taken care of.,Negative,Follow-up Needed,0
transcript_194.txt,Thats what I thought might have happened. Can you please update my policy and reprocess the claim?,Neutral,Issue Resolved,1
transcript_14.txt,"Im not getting any error message. It just says processing and then nothing happens. Ive tried multiple times, but I havent been able to get past that point.",Negative,Follow-up Needed,0
transcript_155.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_170.txt,Thank you.,Positive,Issue Resolved,2
transcript_6.txt,"Sure, go ahead.",Neutral,Issue Resolved,1
transcript_187.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_49.txt,Thats frustrating. Can you tell me how much the deductible is and how much the procedure will cost?,Negative,Issue Resolved,0
transcript_138.txt,"Okay, that sounds good. How long will it take to get a decision?",Positive,Issue Resolved,2
transcript_161.txt,"Sure, no problem.",Positive,Issue Resolved,2
transcript_7.txt,"Im not sure, I just know I need to see someone about my knee pain.",Negative,Issue Resolved,0
transcript_123.txt,Im looking for a cardiologist. Ive been experiencing some chest pain and I want to get it checked out.,Neutral,Issue Resolved,1
